CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,CustomerLifetimeValue
957,67,Male,Two year,33.78,7128.82,No,Fiber optic,49,Yes,Credit card,No,145.4861224489796,1655.22
958,45,Male,One year,56.91,6514.09,Yes,DSL,29,Yes,Credit card,No,224.6237931034483,1650.3899999999999
959,45,Female,Month-to-month,92.21,6326.28,Yes,No,7,No,Bank transfer,No,903.7542857142856,645.4699999999999
960,54,Female,Month-to-month,37.42,3774.33,Yes,DSL,69,Yes,Mailed check,No,54.700434782608696,2581.98
961,58,Female,Month-to-month,79.02,493.07,No,No,2,Yes,Mailed check,Yes,246.535,158.04
962,53,Male,Two year,89.53,4039.6,No,No,33,No,Electronic check,No,122.4121212121212,2954.4900000000002
963,44,Female,One year,54.39,7207.88,Yes,DSL,48,Yes,Mailed check,No,150.16416666666666,2610.7200000000003
964,71,Male,One year,89.39,1685.51,No,DSL,37,No,Credit card,No,45.55432432432433,3307.43
965,34,Male,Month-to-month,108.42,7864.22,Yes,DSL,30,Yes,Credit card,No,262.1406666666667,3252.6
966,26,Female,Two year,67.21,,No,DSL,41,No,Mailed check,No,158.53634146341463,2755.6099999999997
967,50,Female,Month-to-month,58.29,5736.67,Yes,Fiber optic,4,No,Electronic check,Yes,1434.1675,233.16
968,70,Male,One year,45.12,5481.85,No,DSL,39,Yes,Credit card,No,140.56025641025641,1759.6799999999998
969,37,Female,Two year,80.42,4778.8,No,Fiber optic,24,No,Electronic check,No,199.11666666666667,1930.08
970,30,Female,Month-to-month,107.99,5821.23,No,No,50,No,Electronic check,No,116.4246,5399.5
971,45,Male,Month-to-month,52.47,3490.86,No,Fiber optic,37,Yes,Credit card,No,94.34756756756757,1941.3899999999999
972,65,Female,Two year,59.62,6793.25,No,No,53,No,Electronic check,No,128.1745283018868,3159.8599999999997
973,46,Male,One year,60.66,5631.5,Yes,Fiber optic,25,No,Bank transfer,No,225.26,1516.5
974,30,Male,Two year,76.08,6215.77,No,Fiber optic,31,No,Bank transfer,No,200.50870967741938,2358.48
975,63,Female,Month-to-month,42.84,6381.4,No,No,38,No,Bank transfer,No,167.93157894736842,1627.92
976,52,Male,Month-to-month,102.22,918.15,No,Fiber optic,58,Yes,Mailed check,No,15.830172413793104,5928.76
977,78,Male,Month-to-month,49.56,634.0,No,No,53,No,Credit card,No,11.962264150943396,2626.6800000000003
978,23,Female,Month-to-month,90.54,6447.69,Yes,DSL,50,No,Bank transfer,No,128.9538,4527.0
979,35,Female,One year,71.32,2223.2,No,No,4,No,Electronic check,Yes,555.8,285.28
980,68,Female,One year,78.59,4739.36,No,Fiber optic,52,Yes,Bank transfer,No,91.14153846153846,4086.6800000000003
981,22,Male,Month-to-month,37.96,3660.94,Yes,DSL,31,Yes,Electronic check,No,118.09483870967742,1176.76
982,64,Male,One year,93.5,,Yes,Fiber optic,14,No,Credit card,No,26.565,1309.0
983,42,Female,One year,38.86,514.19,No,DSL,1,No,Bank transfer,No,514.19,38.86
984,19,Male,One year,31.35,6651.58,Yes,No,43,Yes,Credit card,No,154.6879069767442,1348.05
985,27,Female,Month-to-month,74.67,4939.88,No,DSL,59,No,Bank transfer,No,83.72677966101695,4405.53
986,73,Female,Two year,90.93,,No,DSL,61,No,Electronic check,Yes,70.26196721311474,5546.7300000000005
987,47,Male,Two year,25.0,7565.95,Yes,DSL,41,No,Electronic check,No,184.53536585365853,1025.0
988,67,Female,Two year,26.94,1550.3,No,Fiber optic,18,No,Mailed check,No,86.12777777777778,484.92
989,76,Male,Month-to-month,100.27,2212.17,Yes,DSL,60,Yes,Mailed check,No,36.8695,6016.2
990,62,Male,One year,100.9,6102.56,Yes,No,69,Yes,Mailed check,Yes,88.44289855072465,6962.1
991,22,Female,One year,44.53,6246.83,No,No,59,Yes,Bank transfer,No,105.87847457627119,2627.27
992,72,Male,Month-to-month,81.52,3358.2,No,No,42,Yes,Credit card,No,79.95714285714286,3423.8399999999997
993,73,Female,Month-to-month,64.32,7617.63,Yes,DSL,36,Yes,Bank transfer,No,211.60083333333333,2315.5199999999995
994,50,Male,Two year,83.27,7518.39,No,No,40,No,Electronic check,Yes,187.95975,3330.7999999999997
995,71,Male,Two year,106.29,296.8,Yes,Fiber optic,30,Yes,Credit card,No,9.893333333333334,3188.7000000000003
996,18,Male,Month-to-month,27.99,,Yes,No,11,No,Electronic check,No,140.37818181818182,307.89
997,35,Female,Two year,97.8,6597.71,Yes,DSL,25,Yes,Mailed check,No,263.90840000000003,2445.0
998,49,Male,One year,69.3,,Yes,No,45,No,Electronic check,No,62.54866666666667,3118.5
999,64,Female,Month-to-month,76.41,944.61,No,DSL,51,Yes,Bank transfer,No,18.521764705882354,3896.91
1000,66,Male,Month-to-month,85.39,6322.99,No,DSL,43,Yes,Electronic check,No,147.04627906976745,3671.77
1001,28,Male,One year,112.26,3745.75,No,No,66,No,Electronic check,No,56.753787878787875,7409.160000000001
1002,38,Female,One year,25.67,4040.8,No,Fiber optic,47,No,Electronic check,Yes,85.97446808510638,1206.49
1003,43,Female,One year,22.95,1653.68,No,Fiber optic,24,No,Credit card,Yes,68.90333333333334,550.8
1004,42,Female,Two year,37.83,5354.98,No,No,37,Yes,Electronic check,No,144.72918918918919,1399.71
1005,39,Female,Month-to-month,118.64,4499.68,Yes,DSL,56,Yes,Electronic check,No,80.35142857142857,6643.84
1006,76,Female,Two year,91.51,1812.05,No,No,46,No,Mailed check,Yes,39.392391304347825,4209.46
1007,44,Male,One year,81.46,2854.59,Yes,DSL,28,Yes,Mailed check,No,101.94964285714286,2280.8799999999997
1008,66,Male,Two year,24.7,4855.66,Yes,DSL,52,No,Bank transfer,Yes,93.37807692307692,1284.3999999999999
1009,30,Female,One year,107.91,7414.0,Yes,DSL,15,Yes,Mailed check,No,494.26666666666665,1618.6499999999999
1010,50,Male,Two year,101.28,7378.94,No,Fiber optic,45,No,Electronic check,No,163.97644444444444,4557.6
1011,51,Male,Two year,86.48,2445.67,Yes,Fiber optic,58,No,Mailed check,No,42.166724137931034,5015.84
1012,58,Male,One year,53.91,5937.84,No,No,67,Yes,Credit card,No,88.6244776119403,3611.97
1013,52,Female,Two year,27.05,6249.05,Yes,Fiber optic,41,No,Bank transfer,No,152.41585365853658,1109.05
1014,18,Male,Month-to-month,78.0,6508.82,No,DSL,65,Yes,Mailed check,No,100.13569230769231,5070.0
1015,38,Male,Two year,91.97,4651.95,No,DSL,40,Yes,Bank transfer,No,116.29875,3678.8
1016,65,Male,Two year,29.42,281.96,No,No,5,Yes,Bank transfer,Yes,56.391999999999996,147.10000000000002
1017,72,Female,Month-to-month,83.38,6141.08,No,DSL,28,No,Bank transfer,No,219.3242857142857,2334.64
1018,23,Male,One year,48.64,1031.46,No,No,38,No,Credit card,No,27.143684210526317,1848.32
1019,45,Male,Month-to-month,96.42,1111.6,Yes,No,18,No,Electronic check,Yes,61.75555555555555,1735.56
1020,34,Female,Two year,73.96,4923.87,No,DSL,37,Yes,Credit card,No,133.07756756756757,2736.52
1021,22,Female,One year,32.9,7871.46,No,Fiber optic,27,Yes,Bank transfer,Yes,291.53555555555556,888.3
1022,48,Male,Two year,72.65,2091.81,Yes,DSL,25,No,Mailed check,No,83.6724,1816.2500000000002
1023,22,Male,Two year,59.57,5237.32,No,DSL,69,Yes,Mailed check,No,75.9031884057971,4110.33
1024,55,Female,Month-to-month,38.04,2568.5,No,No,27,Yes,Credit card,No,95.12962962962963,1027.08
1025,20,Female,Month-to-month,104.15,7210.06,No,Fiber optic,54,Yes,Mailed check,No,133.51962962962963,5624.1
1026,70,Female,One year,21.1,4829.43,No,No,7,No,Bank transfer,No,689.9185714285715,147.70000000000002
1027,40,Female,One year,51.21,1818.32,No,DSL,27,No,Bank transfer,No,67.34518518518519,1382.67
1028,54,Female,One year,21.26,2244.62,Yes,No,59,No,Electronic check,No,38.04440677966102,1254.3400000000001
1029,70,Female,Two year,29.6,3573.35,No,No,31,Yes,Bank transfer,No,115.26935483870967,917.6
1030,54,Female,Month-to-month,49.71,1151.94,Yes,DSL,68,Yes,Mailed check,No,16.94029411764706,3380.28
1031,27,Male,Month-to-month,25.43,814.12,No,No,4,No,Electronic check,No,203.53,101.72
1032,27,Female,Month-to-month,79.66,5504.48,Yes,DSL,18,No,Mailed check,No,305.8044444444444,1433.8799999999999
1033,36,Female,One year,28.69,3375.89,Yes,No,63,No,Credit card,Yes,53.58555555555555,1807.47
1034,34,Male,Month-to-month,90.17,5864.56,Yes,Fiber optic,52,Yes,Electronic check,No,112.78,4688.84
1035,38,Female,Month-to-month,25.26,1058.45,No,DSL,63,No,Bank transfer,No,16.80079365079365,1591.38
1036,31,Female,Month-to-month,25.93,4956.95,No,Fiber optic,45,No,Electronic check,No,110.15444444444444,1166.85
1037,26,Male,One year,50.53,3657.79,Yes,No,12,No,Bank transfer,No,304.81583333333333,606.36
1038,63,Female,Month-to-month,109.66,,No,Fiber optic,8,Yes,Bank transfer,No,81.54875,877.28
1039,18,Male,One year,84.14,4449.46,No,Fiber optic,22,No,Mailed check,No,202.24818181818182,1851.08
1040,68,Male,Month-to-month,97.01,845.87,Yes,Fiber optic,41,Yes,Bank transfer,Yes,20.6309756097561,3977.4100000000003
1041,62,Male,Month-to-month,34.16,6656.21,No,No,41,No,Bank transfer,No,162.34658536585366,1400.56
1042,30,Male,Month-to-month,103.41,5129.27,Yes,DSL,57,Yes,Bank transfer,No,89.98719298245615,5894.37
1043,21,Female,One year,20.81,4544.35,No,No,32,No,Mailed check,No,142.0109375,665.92
1044,79,Male,One year,41.31,1241.06,Yes,No,55,No,Bank transfer,No,22.56472727272727,2272.05
1045,18,Male,Month-to-month,81.61,2442.17,No,No,6,Yes,Credit card,No,407.02833333333336,489.65999999999997
1046,66,Female,Two year,57.52,4044.43,No,DSL,39,No,Mailed check,No,103.70333333333333,2243.28
1047,57,Male,One year,118.42,5139.61,Yes,No,9,No,Credit card,No,571.0677777777778,1065.78
1048,49,Male,One year,23.03,1629.2,Yes,No,32,No,Electronic check,No,50.9125,736.96
1049,51,Male,Month-to-month,119.86,269.16,No,DSL,36,No,Mailed check,No,7.4766666666666675,4314.96
1050,45,Male,Two year,82.36,,Yes,DSL,16,Yes,Credit card,No,180.570625,1317.76
1051,48,Female,Month-to-month,75.87,3966.4,Yes,DSL,12,Yes,Mailed check,No,330.53333333333336,910.44
1052,25,Male,One year,25.95,1638.58,Yes,Fiber optic,41,Yes,Bank transfer,Yes,39.96536585365853,1063.95
1053,56,Female,One year,47.33,4038.89,Yes,DSL,67,Yes,Mailed check,No,60.28194029850746,3171.1099999999997
1054,43,Female,Month-to-month,112.47,2840.19,Yes,Fiber optic,58,Yes,Electronic check,No,48.96879310344828,6523.26
1055,75,Male,Month-to-month,55.42,3749.7,No,Fiber optic,9,Yes,Credit card,No,416.6333333333333,498.78000000000003
1056,51,Male,Two year,86.17,,Yes,No,17,Yes,Mailed check,Yes,171.1864705882353,1464.89
1057,71,Male,Two year,119.95,5102.05,Yes,Fiber optic,5,Yes,Bank transfer,No,1020.4100000000001,599.75
1058,71,Male,One year,46.31,534.6,Yes,No,26,No,Credit card,No,20.56153846153846,1204.06
1059,20,Female,Two year,77.61,1533.06,Yes,Fiber optic,1,No,Credit card,No,1533.06,77.61
1060,76,Female,Two year,89.64,,No,DSL,1,Yes,Credit card,No,3575.46,89.64
1061,67,Female,One year,36.46,2979.11,Yes,No,35,Yes,Electronic check,Yes,85.11742857142858,1276.1000000000001
1062,29,Male,One year,34.87,3254.73,No,Fiber optic,9,Yes,Bank transfer,No,361.63666666666666,313.83
1063,18,Female,One year,65.63,6469.33,No,No,38,No,Bank transfer,No,170.24552631578948,2493.9399999999996
1064,71,Male,One year,58.58,7113.39,Yes,DSL,4,Yes,Credit card,No,1778.3475,234.32
1065,61,Male,Month-to-month,91.42,2139.62,Yes,Fiber optic,52,Yes,Mailed check,Yes,41.14653846153846,4753.84
1066,22,Male,One year,26.95,,No,Fiber optic,19,Yes,Credit card,Yes,353.88684210526316,512.05
1067,47,Male,One year,586.1,3778.56,No,DSL,5,Yes,Bank transfer,No,755.712,586.1
1068,47,Male,One year,21.43,2335.8,No,Fiber optic,48,No,Electronic check,No,48.6625,1028.6399999999999
1069,76,Female,Two year,80.13,7886.56,Yes,Fiber optic,63,Yes,Electronic check,No,125.18349206349207,5048.19
1070,74,Female,One year,76.26,6633.45,No,No,38,No,Credit card,No,174.56447368421053,2897.88
1071,34,Male,Month-to-month,33.47,7955.18,Yes,Fiber optic,52,No,Electronic check,No,152.98423076923078,1740.44
1072,65,Female,Month-to-month,35.09,1511.89,No,DSL,46,No,Electronic check,No,32.86717391304348,1614.14
1073,64,Male,One year,99.27,1321.97,No,Fiber optic,9,Yes,Mailed check,No,146.88555555555556,893.43
1074,40,Male,Month-to-month,108.76,4126.35,Yes,No,50,No,Electronic check,Yes,82.527,5438.0
1075,32,Male,Two year,48.3,5181.42,Yes,Fiber optic,66,Yes,Mailed check,No,78.50636363636363,3187.7999999999997
1076,54,Female,One year,63.8,1534.27,No,No,38,Yes,Credit card,Yes,40.37552631578947,2424.4
1077,38,Male,Month-to-month,55.5,6911.36,Yes,Fiber optic,27,Yes,Bank transfer,Yes,255.97629629629628,1498.5
1078,31,Male,Month-to-month,27.25,4349.71,Yes,No,20,Yes,Bank transfer,No,217.4855,545.0
1079,19,Female,One year,436.59999999999997,,No,No,62,Yes,Mailed check,Yes,54.925,5413.839999999999
1080,28,Female,Month-to-month,102.52,4896.02,Yes,Fiber optic,16,Yes,Bank transfer,Yes,306.00125,1640.32
1081,68,Female,One year,50.49,5152.64,Yes,DSL,13,Yes,Credit card,No,396.3569230769231,656.37
1082,56,Male,Month-to-month,119.02,533.71,No,DSL,20,Yes,Bank transfer,No,26.6855,2380.4
1083,55,Male,Two year,27.59,7999.16,No,Fiber optic,24,No,Electronic check,No,333.29833333333335,662.16
1084,77,Female,Month-to-month,86.18,3038.57,Yes,Fiber optic,50,Yes,Credit card,No,60.7714,4309.0
1085,51,Male,Month-to-month,64.82,680.03,Yes,Fiber optic,7,No,Credit card,No,97.14714285714285,453.73999999999995
1086,55,Female,One year,64.66,6848.12,Yes,Fiber optic,29,Yes,Bank transfer,No,236.14206896551724,1875.1399999999999
1087,67,Female,Month-to-month,65.76,7945.55,No,Fiber optic,5,No,Bank transfer,No,1589.1100000000001,328.8
1088,51,Male,One year,45.87,6567.6,No,DSL,35,No,Mailed check,Yes,187.6457142857143,1605.4499999999998
1089,35,Male,Two year,91.56,6844.68,Yes,No,65,Yes,Electronic check,No,105.30276923076923,5951.400000000001
1090,47,Female,One year,92.16,5082.29,Yes,No,70,No,Bank transfer,No,72.60414285714286,6451.2
1091,32,Female,One year,48.24,7394.14,Yes,DSL,7,Yes,Bank transfer,No,1056.3057142857144,337.68
1092,44,Female,Month-to-month,103.53,478.76,No,DSL,44,No,Mailed check,No,10.88090909090909,4555.32
1093,68,Female,Two year,51.68,6180.45,No,No,13,Yes,Bank transfer,No,475.41923076923075,671.84
1094,51,Male,One year,92.51,,Yes,DSL,38,No,Electronic check,No,142.93526315789472,3515.38
1095,69,Female,Month-to-month,32.1,586.76,Yes,Fiber optic,13,No,Electronic check,No,45.135384615384616,417.3
1096,74,Female,Month-to-month,36.87,4442.99,Yes,DSL,54,Yes,Credit card,No,82.27759259259258,1990.9799999999998
1097,55,Female,One year,51.58,4217.47,Yes,DSL,44,No,Credit card,No,95.85159090909092,2269.52
1098,50,Male,Month-to-month,79.39,5593.97,No,DSL,13,Yes,Electronic check,No,430.30538461538464,1032.07
1099,41,Male,One year,84.55,804.75,Yes,DSL,25,Yes,Mailed check,Yes,32.19,2113.75
1100,32,Female,One year,59.64,,Yes,No,24,No,Credit card,No,270.04875,1431.3600000000001
1101,77,Male,One year,27.78,,No,No,29,No,Electronic check,No,44.391379310344824,805.62
1102,47,Male,Two year,57.36,3465.58,Yes,No,70,No,Electronic check,No,49.50828571428571,4015.2
1103,72,Male,One year,88.88,7074.05,Yes,No,18,Yes,Credit card,No,393.0027777777778,1599.84
1104,59,Female,Month-to-month,87.1,4572.15,Yes,Fiber optic,5,Yes,Electronic check,No,914.43,435.5
1105,68,Female,Two year,36.02,3160.81,Yes,Fiber optic,18,Yes,Electronic check,No,175.60055555555556,648.36
1106,34,Male,Month-to-month,20.78,575.98,Yes,No,63,Yes,Electronic check,No,9.142539682539683,1309.14
1107,22,Female,Two year,95.3,5443.73,Yes,No,37,No,Electronic check,No,147.12783783783783,3526.1
1108,46,Female,Two year,30.64,7895.06,No,No,71,Yes,Credit card,No,111.1980281690141,2175.44
1109,21,Male,Two year,28.23,7312.01,Yes,DSL,55,Yes,Mailed check,Yes,132.94563636363637,1552.65
1110,27,Male,Two year,20.27,5794.91,No,Fiber optic,12,No,Electronic check,Yes,482.90916666666664,243.24
1111,73,Female,Month-to-month,63.26,1021.28,No,Fiber optic,52,No,Bank transfer,No,19.64,3289.52
1112,34,Male,One year,70.33,2067.63,No,DSL,57,No,Mailed check,No,36.27421052631579,4008.81
1113,27,Female,Month-to-month,83.77,1657.42,No,DSL,46,Yes,Bank transfer,No,36.030869565217394,3853.4199999999996
1114,34,Female,One year,49.61,2972.6,Yes,DSL,44,No,Bank transfer,Yes,67.55909090909091,2182.84
1115,77,Male,Month-to-month,91.04,2037.03,Yes,Fiber optic,24,No,Electronic check,Yes,84.87625,2184.96
1116,37,Female,Two year,36.93,2106.63,Yes,DSL,9,Yes,Credit card,No,234.07000000000002,332.37
1117,41,Female,Two year,103.2,5010.49,Yes,DSL,12,Yes,Bank transfer,No,417.5408333333333,1238.4
1118,22,Male,One year,77.18,2685.88,No,DSL,9,Yes,Bank transfer,No,298.43111111111114,694.6200000000001
1119,51,Male,One year,78.39,5481.87,No,No,22,Yes,Bank transfer,No,249.17590909090907,1724.58
1120,23,Male,Month-to-month,40.98,,No,DSL,17,No,Electronic check,No,446.6788235294118,696.66
1121,70,Female,One year,27.41,5180.13,Yes,No,33,Yes,Electronic check,Yes,156.97363636363636,904.53
1122,19,Male,Month-to-month,66.47,6062.92,No,Fiber optic,47,No,Credit card,No,128.99829787234043,3124.09
1123,30,Male,One year,81.56,6062.33,Yes,Fiber optic,15,No,Electronic check,Yes,404.1553333333333,1223.4
1124,79,Male,One year,29.5,,No,Fiber optic,33,Yes,Mailed check,Yes,84.22666666666667,973.5
1125,60,Male,One year,115.05,316.67,Yes,No,15,Yes,Credit card,No,21.111333333333334,1725.75
1126,60,Female,Two year,118.04,629.37,No,DSL,27,Yes,Electronic check,No,23.31,3187.0800000000004
1127,65,Female,Two year,74.55,2400.07,No,Fiber optic,61,Yes,Electronic check,No,39.34540983606558,4547.55
1128,28,Male,Month-to-month,115.01,5578.44,Yes,DSL,68,No,Bank transfer,No,82.03588235294117,7820.68
1129,68,Female,One year,37.94,,No,No,48,Yes,Electronic check,No,151.50270833333335,1821.12
1130,64,Male,Month-to-month,22.54,,No,Fiber optic,8,Yes,Bank transfer,Yes,959.82875,180.32
1131,74,Male,One year,23.94,401.62,Yes,DSL,6,No,Electronic check,No,66.93666666666667,143.64000000000001
1132,40,Female,Two year,78.75,7922.68,No,DSL,63,No,Electronic check,Yes,125.7568253968254,4961.25
1133,72,Female,Two year,26.16,2715.48,No,Fiber optic,2,No,Electronic check,Yes,1357.74,52.32
1134,33,Male,One year,115.85,6775.06,No,DSL,22,Yes,Electronic check,No,307.95727272727277,2548.7
1135,48,Male,One year,34.19,1606.3,No,No,21,No,Electronic check,No,76.49047619047619,717.99
1136,28,Female,Two year,50.47,690.61,Yes,Fiber optic,6,No,Credit card,No,115.10166666666667,302.82
1137,71,Male,Two year,102.25,3151.17,Yes,Fiber optic,70,No,Electronic check,Yes,45.016714285714286,7157.5
1138,33,Female,Month-to-month,41.87,6899.62,No,Fiber optic,13,Yes,Electronic check,No,530.74,544.31
1139,25,Male,Two year,44.3,1922.43,Yes,Fiber optic,1,No,Bank transfer,No,1922.43,44.3
1140,21,Male,One year,84.23,1400.87,No,No,22,Yes,Mailed check,Yes,63.67590909090909,1853.0600000000002
1141,57,Female,Month-to-month,47.61,7296.47,Yes,No,24,No,Mailed check,No,304.01958333333334,1142.6399999999999
1142,21,Female,One year,41.74,7519.03,No,DSL,64,No,Credit card,Yes,117.48484375,2671.36
1143,73,Female,Month-to-month,45.42,297.88,No,No,41,No,Electronic check,No,7.265365853658537,1862.22
1144,42,Female,One year,69.06,5874.0,Yes,DSL,22,No,Mailed check,No,267.0,1519.3200000000002
1145,20,Female,Two year,116.61,2611.82,No,DSL,61,No,Bank transfer,No,42.81672131147541,7113.21
1146,49,Female,One year,103.22,3122.69,No,Fiber optic,12,No,Bank transfer,No,260.2241666666667,1238.6399999999999
1147,20,Female,Month-to-month,48.46,3859.0,No,DSL,4,Yes,Credit card,Yes,964.75,193.84
1148,44,Male,One year,56.34,3528.97,No,Fiber optic,12,Yes,Bank transfer,No,294.0808333333333,676.08
1149,46,Male,Month-to-month,66.45,4216.8,Yes,DSL,33,Yes,Mailed check,No,127.78181818181818,2192.85
1150,49,Male,One year,117.89,4742.42,Yes,No,21,No,Mailed check,Yes,225.8295238095238,2475.69
1151,67,Female,Two year,37.24,3831.64,Yes,Fiber optic,52,Yes,Mailed check,Yes,73.6853846153846,1936.48
1152,78,Female,Two year,55.75,5672.2,Yes,DSL,47,No,Electronic check,Yes,120.68510638297872,2620.25
1153,75,Female,One year,92.94,,No,No,59,Yes,Bank transfer,No,98.3913559322034,5483.46
1154,68,Male,One year,116.39,3634.8,No,No,47,No,Bank transfer,No,77.33617021276596,5470.33
1155,36,Female,One year,35.57,1311.21,No,Fiber optic,56,Yes,Electronic check,No,23.414464285714285,1991.92
1156,38,Female,Month-to-month,42.74,,No,Fiber optic,13,No,Mailed check,No,399.7676923076923,555.62
1157,22,Male,One year,42.57,6229.06,Yes,Fiber optic,44,No,Bank transfer,No,141.56954545454548,1873.08
1158,35,Female,One year,22.09,5177.25,Yes,DSL,35,Yes,Mailed check,No,147.92142857142858,773.15
1159,45,Male,Month-to-month,80.41,4786.83,Yes,Fiber optic,29,No,Electronic check,No,165.06310344827585,2331.89
1160,59,Male,Two year,87.07,1989.41,No,No,56,Yes,Mailed check,No,35.525178571428576,4875.92
1161,78,Female,One year,80.25,5232.07,No,No,5,Yes,Credit card,No,1046.414,401.25
1162,39,Female,One year,27.13,2811.88,No,Fiber optic,67,Yes,Electronic check,Yes,41.96835820895522,1817.71
1163,38,Female,Two year,26.92,7372.56,No,Fiber optic,53,Yes,Mailed check,No,139.10490566037737,1426.76
1164,23,Male,Two year,41.04,5299.02,Yes,No,60,No,Electronic check,No,88.31700000000001,2462.4
1165,18,Male,Month-to-month,49.03,2369.8,Yes,DSL,6,Yes,Bank transfer,No,394.9666666666667,294.18
1166,22,Male,One year,98.65,3888.83,Yes,No,48,No,Credit card,No,81.01729166666667,4735.200000000001
1167,58,Female,One year,35.94,6803.33,No,No,35,No,Electronic check,No,194.38085714285714,1257.8999999999999
1168,29,Female,Month-to-month,24.41,,Yes,No,18,No,Mailed check,No,156.4788888888889,439.38
1169,43,Female,Two year,59.4,4298.44,No,Fiber optic,11,Yes,Bank transfer,No,390.7672727272727,653.4
1170,63,Female,Month-to-month,61.64,5501.43,Yes,DSL,51,No,Mailed check,No,107.87117647058824,3143.64
1171,51,Male,Two year,65.09,6085.33,Yes,DSL,23,No,Mailed check,No,264.5795652173913,1497.0700000000002
1172,66,Male,Month-to-month,102.69,1556.36,No,Fiber optic,47,Yes,Electronic check,No,33.11404255319149,4826.43
1173,31,Male,Two year,29.8,4608.19,No,No,59,No,Electronic check,Yes,78.10491525423728,1758.2
1174,43,Male,Month-to-month,90.39,7315.16,No,Fiber optic,57,No,Mailed check,No,128.3361403508772,5152.2300000000005
1175,62,Female,Two year,53.79,7753.21,Yes,Fiber optic,56,No,Electronic check,No,138.45017857142858,3012.24
1176,44,Female,Two year,51.0,5317.93,Yes,DSL,27,No,Mailed check,No,196.96037037037038,1377.0
1177,26,Female,Two year,113.25,7872.55,Yes,DSL,35,No,Electronic check,No,224.93,3963.75
1178,43,Male,Two year,44.85,4651.73,Yes,Fiber optic,55,Yes,Credit card,No,84.57690909090908,2466.75
1179,74,Male,Two year,84.25,3652.32,No,Fiber optic,9,Yes,Electronic check,No,405.81333333333333,758.25
1180,64,Female,One year,47.51,,Yes,DSL,18,Yes,Mailed check,No,250.13222222222223,855.18
1181,74,Female,Two year,70.71,,No,DSL,44,Yes,Bank transfer,No,25.05818181818182,3111.24
1182,39,Male,One year,98.63,3333.38,Yes,No,21,Yes,Electronic check,No,158.73238095238096,2071.23
1183,64,Female,Two year,108.17,3775.56,No,Fiber optic,56,No,Credit card,No,67.42071428571428,6057.52
1184,73,Male,One year,103.87,6819.3,No,No,48,Yes,Credit card,No,142.06875,4985.76
1185,47,Male,One year,78.22,6117.46,Yes,No,1,No,Credit card,No,6117.46,78.22
1186,60,Male,Month-to-month,44.88,4891.13,Yes,No,27,No,Credit card,No,181.15296296296296,1211.76
1187,65,Female,Two year,86.12,2908.76,No,DSL,45,Yes,Mailed check,No,64.63911111111112,3875.4
1188,78,Female,Month-to-month,90.99,1658.87,Yes,No,63,Yes,Credit card,No,26.33126984126984,5732.37
1189,34,Male,Month-to-month,21.07,2912.57,No,DSL,58,No,Bank transfer,No,50.21672413793104,1222.06
1190,43,Female,Two year,63.92,5502.47,Yes,DSL,40,No,Electronic check,No,137.56175000000002,2556.8
1191,53,Male,Month-to-month,104.33,2251.69,Yes,DSL,63,Yes,Credit card,No,35.74111111111111,6572.79
1192,18,Male,Two year,68.96,3529.72,Yes,Fiber optic,38,Yes,Electronic check,Yes,92.88736842105263,2620.4799999999996
1193,25,Male,Month-to-month,51.14,3216.81,Yes,No,29,No,Mailed check,Yes,110.92448275862068,1483.06
1194,66,Male,Two year,107.18,,Yes,DSL,40,No,Electronic check,No,154.29000000000002,4287.200000000001
1195,52,Female,Two year,35.59,7093.54,No,Fiber optic,19,Yes,Mailed check,No,373.3442105263158,676.21
1196,78,Male,Two year,40.64,5655.09,Yes,Fiber optic,56,Yes,Mailed check,No,100.98375,2275.84
1197,69,Male,One year,88.74,2864.5,No,Fiber optic,44,Yes,Electronic check,No,65.10227272727273,3904.56
1198,32,Female,Month-to-month,55.24,3578.78,No,DSL,65,No,Credit card,Yes,55.05815384615385,3590.6
1199,64,Male,One year,91.3,1318.13,No,DSL,13,No,Bank transfer,No,101.39461538461539,1186.8999999999999
1200,73,Male,Month-to-month,35.77,1511.16,Yes,DSL,30,No,Electronic check,Yes,50.372,1073.1000000000001
1201,39,Female,Month-to-month,45.23,1481.48,No,Fiber optic,49,No,Bank transfer,Yes,30.234285714285715,2216.27
1202,31,Female,Month-to-month,35.66,,No,DSL,63,Yes,Electronic check,Yes,19.342380952380953,2246.58
1203,43,Female,One year,115.29,1600.73,No,No,71,Yes,Bank transfer,No,22.54549295774648,8185.59
1204,45,Male,Month-to-month,60.54,1780.97,No,DSL,35,No,Electronic check,No,50.88485714285714,2118.9
1205,40,Female,One year,53.72,1072.4,No,DSL,11,No,Bank transfer,No,97.4909090909091,590.92
1206,31,Female,Two year,21.42,5194.03,No,No,49,Yes,Bank transfer,No,106.00061224489795,1049.5800000000002
1207,41,Male,Month-to-month,35.34,7925.13,Yes,DSL,40,No,Electronic check,No,198.12825,1413.6000000000001
1208,19,Male,Month-to-month,62.11,7057.66,No,DSL,21,Yes,Electronic check,No,336.0790476190476,1304.31
1209,62,Male,Two year,26.85,555.7,No,DSL,47,Yes,Mailed check,No,11.82340425531915,1261.95
